,time,event
106,9.045082749191533,D
107,9.28078049299342,C
108,9.28187181448856,C
109,9.330070737058923,A
110,9.413355964736818,B
111,9.486014865511573,A
112,9.522534438480797,D
113,9.549611964999052,B
114,9.68022129024948,A
115,9.716292794376166,A
116,9.87102557247166,A
117,9.95350393808512,C
118,10.012327484491836,A
119,10.051783174608142,D
120,10.084762035882727,D
121,10.119120777378882,C
122,10.136549449426353,A
123,10.203511961555048,D
124,10.214062091604776,A
125,10.241902341558474,C
126,10.439619089596276,D
127,10.612872523124283,D
128,10.618929803739892,D
129,10.731719232193047,B
130,10.809447265850704,C
131,10.876336097716527,C
132,10.887983008612874,A
133,10.900893805251114,B
134,10.956981943810304,A
135,10.961092917613948,D
136,11.004581928143242,A
137,11.141311126650276,D
138,11.249955850855923,A
139,11.46235390547951,D
140,11.462771296458552,A
141,11.478691685796663,A
142,11.495271884275587,A
143,11.569333402590232,A
144,11.685217100420527,B
145,11.694552176267193,B
146,11.842015376915883,A
147,11.911369845379115,B
148,12.094584610479405,A
149,12.161332992472046,A
150,12.273977856366894,A
151,12.335833623215676,A
152,12.518721691413882,A
153,12.562108763618085,A
154,12.580288451283991,A
155,12.769773602198674,A
156,12.782702149077881,A
157,12.790561678179374,D
158,12.838453657169753,A
159,12.871913228395181,C
160,12.885399812280447,A
161,12.914872609307169,C
162,12.944781523345627,D
163,13.007576216527431,D
164,13.114987431252045,B
165,13.199214286405056,C
166,13.276471936629676,A
167,13.320478735751927,A
168,13.36885002307527,D
169,13.396421099237358,C
170,13.401958010602861,A
171,13.520234473883637,A
172,13.752155215600588,B
173,13.817957691900235,D
174,13.882681863332222,D
175,13.900096461056965,D
176,13.956366653338012,A
177,14.095365510245026,A
178,14.21806323899899,D
179,14.287063455269971,A
180,14.368805014766554,A
181,14.51730691865289,C
182,14.530588532192825,C
183,14.551803242565125,C
184,14.61263146816646,D
185,14.705969325189777,A
186,14.7345949528052,A
187,14.800173005134466,A
188,14.876276265006153,D
189,14.993274439477048,A
190,15.031415334306269,D
191,15.045159523588836,B
192,15.13355722656523,A
193,15.140377870898785,A
194,15.170779471852505,C
195,15.186496765330858,A
196,15.337257136403535,B
197,15.387455198294349,D
198,15.509691307425875,B
199,15.674689997870274,A
200,15.763571870633392,A
201,15.818326058318556,D
202,15.8577080358135,D
203,15.913891022030546,A
204,16.05108160634938,C
205,16.07993038292814,C
206,16.124727030745618,A
207,16.204492445346297,B
208,16.35010936796732,C
209,16.458170983421237,D
210,16.65089903721843,D
211,16.6937302483291,A
212,16.72969554573266,D
213,16.750377034874926,B
214,16.812057976963445,D
215,16.85145943584575,B
216,16.856051764184038,A
217,16.859030760856474,D
218,16.953858087648808,A
219,17.106282457110865,A
220,17.170325400392944,A
221,17.222164231780525,A
222,17.335089891528597,D
223,17.376396290605786,C
224,17.450713784043064,D
225,17.460572001254633,B
226,17.496912140071096,A
227,17.552511332460874,C
228,17.55270917839382,A
229,17.556418807392962,B
230,17.604988017552625,A
231,17.769710689305924,A
232,17.849223387452113,B
233,17.86624422685799,D
234,17.925717614310624,C
235,18.146396018084555,C
236,18.155473234198247,A
237,18.346672885070024,B
238,18.37448943257351,A
239,18.540843808471735,D
240,18.555128393724306,A
241,18.66610370931264,B
242,18.672338438363106,A
243,18.711461814941877,A
244,18.74817034829932,A
245,18.759331630290564,B
246,18.962960418828192,D
247,19.086626513964973,A
248,19.200121577640207,A
249,19.444170988948592,D
250,19.485634917923324,A
251,19.54172788505664,C
252,19.57798369092949,A
253,19.609990129856968,A
254,19.77542221205752,B
255,19.824609869492285,A
256,19.878757227838143,B
257,19.950266894036318,D
258,20.055070186328283,B
259,20.056906868046685,C
260,20.134355781864517,A
261,20.14999349771214,A
262,20.182375465447354,A
263,20.334353534678602,A
264,20.335924373279397,C
265,20.349220194354807,A
266,20.40924195325965,B
267,20.436767278164442,D
268,20.454695016342622,A
269,20.47496683659985,D
270,20.48065038356066,C
271,20.516473623094846,B
272,20.59375190453192,A
273,20.745895366884113,A
274,20.83785227917865,A
275,20.934230149286552,C
276,20.972308292961205,D
277,21.146388294790075,A
278,21.26361760664789,A
279,21.29120982792414,D
280,21.312263099642326,A
281,21.600380912722827,A
282,21.638992844576144,A
283,21.728665380975517,A
284,21.777278905941177,C
285,21.887626637908557,A
286,21.968776660438298,B
287,22.00689456291878,A
288,22.053346943603746,A
289,22.290379653693943,D
290,22.308720213629822,C
291,22.48501759939937,A
292,22.486431676352638,A
293,22.515092570210317,A
294,22.55478505742225,D
295,22.56584298987904,B
296,22.59480039353961,A
297,22.86188831606021,A
298,22.926541102183233,C
299,23.08876738791629,A
300,23.515032949542903,C
301,23.524616046753774,B
302,23.62261697677328,D
303,23.65241495103737,D
304,23.654483872435552,A
305,23.751805493924284,A
306,23.787583712019984,D
307,23.849525545540942,C
308,23.86777884601822,B
309,23.87502454289382,A
310,23.89820973220132,A
311,23.960621436630245,C
312,24.288922476690274,A
313,24.388343781785725,D
314,24.41306857756336,A
315,24.42690708398229,D
316,24.435816688453627,C
317,24.565692123563547,C
318,24.618227243849894,A
319,24.638458162972213,A
320,24.701780425179052,C
321,24.829219120035425,A
322,24.86732619728861,A
323,25.041251526529603,A
324,25.202117940414034,A
325,25.206389744268197,C
326,25.28287061337766,A
327,25.364008026426767,A
328,25.40543795868885,A
329,25.438341365188588,C
330,25.518457410048637,D
331,25.63609689264853,D
332,26.031630059095825,C
333,26.22931424179588,C
334,26.38466080552711,B
335,26.425735519138914,C
336,26.439828847353414,A
337,26.510929880266453,D
338,26.680084804038096,A
339,26.74687680015227,C
340,26.82327678036222,A
341,26.83490973596114,B
342,27.051999461378447,B
343,27.115483924944712,A
344,27.135263811661204,B
345,27.178282275218844,A
346,27.24825688229544,A
347,27.39959588749998,A
348,27.478377136143376,B
349,27.48879009332527,D
350,27.70181891359167,A
351,27.763591867215627,D
352,27.76577021273633,C
353,27.79818694356059,B
354,27.834734705085424,B
355,27.85938528449513,C
356,28.052031833243532,C
357,28.071664055069885,A
358,28.132046385541692,B
359,28.496844544437906,A
360,28.528395513450032,A
361,28.56455010418181,B
362,28.626739900123763,D
363,28.68898258123264,B
364,28.734362471537622,D
365,28.91253903195476,B
366,29.071743764594718,D
367,29.16367271108773,A
368,29.332317764090213,D
369,29.36328210957675,A
370,29.517748448523044,D
371,29.546608178335234,A
372,29.60463573927981,A
373,29.74118501481318,C
374,29.82591257193061,A
375,29.90419831022761,A
376,29.935319396856247,B
377,30.00201000231037,D
378,30.39467410659875,D
379,30.47575347112466,B
380,30.663875321349177,C
381,30.668486795257746,D
382,30.708197808648443,D
383,30.98250943313301,C
384,31.020734978356014,A
385,31.053083738329267,A
386,31.055753178717165,D
387,31.07451773949305,A
388,31.131512709243264,D
389,31.166324995988315,A
390,31.166617056282114,A
391,31.249768208562607,D
392,31.458183396308666,A
393,31.52862433004702,D
394,31.694483776446862,A
395,31.71970318162257,B
396,31.84399184257153,B
397,32.047893108236096,A
398,32.10313158092975,D
399,32.48148684256683,D
400,32.58350939234201,A
401,32.66538562649982,A
402,32.665726361901086,A
403,32.75201077327352,A
404,32.76076789287903,D
405,32.9206254789368,D
406,32.95313353874909,C
407,32.96469797067549,D
408,33.060451439413946,A
409,33.1281567376084,A
410,33.146643118560625,A
411,33.21309755906233,B
412,33.28482861498341,A
413,33.498565816267664,A
414,33.519425617696164,A
415,33.557568803450145,A
416,33.647232097846,A
417,33.66447691593029,D
418,33.698827885178126,A
419,33.771156514018124,C
420,33.79226668549289,A
421,33.81765408610353,A
422,33.95181491452272,D
423,34.08427581512307,B
424,34.11415555181518,D
425,34.12436649591016,B
426,34.197004730297344,A
427,34.2052766706958,B
428,34.32974504888048,C
429,34.331806251939376,A
430,34.41366511658502,A
431,34.44101339307301,A
432,34.52736897362518,A
433,34.761506436984,A
434,34.79112389587281,D
435,34.863090059662625,A
436,34.91945951553096,A
437,34.984670672760245,D
438,35.053362214529606,B
439,35.18038744145771,A
440,35.20654415935828,A
441,35.24364717108854,A
442,35.25655090050327,A
443,35.456107151524094,A
444,35.4654369525687,A
445,35.5927695804609,D
446,35.626589280626874,A
447,35.808160725609724,D
448,35.834613470032096,D
449,35.87930360829365,D
450,35.896824738902524,A
451,35.950887077021804,A
452,36.00234768346649,A
453,36.281879343955175,A
454,36.325037962988155,C
455,36.45432956735698,A
456,36.47002117461997,A
457,36.501733455315524,A
458,36.67817412645203,C
459,36.75520497121446,B
460,36.76589338248988,A
461,36.7750809618812,D
462,36.798785298912335,D
463,36.85511763385179,D
464,37.036085165323904,A
465,37.22665161400191,A
466,37.27868422077508,D
467,37.429910237559774,A
468,37.45889411993551,D
469,37.5224284261824,D
470,37.52476628073431,C
471,37.58804297306516,C
472,37.639249928732696,A
473,37.67867798451414,D
474,37.76123417650389,A
475,37.90931431984878,A
476,38.02605784406153,C
477,38.07620501179893,A
478,38.089163237455494,D
479,38.09514805320737,D
480,38.25131612274385,C
481,38.319756589166744,C
482,38.3608376236871,B
483,38.461702021397144,D
484,38.48576234793504,D
485,38.5458863395955,A
486,38.71466494586034,C
487,38.72609955742114,D
488,38.76279176247912,D
489,38.76583591889183,A
490,38.85970246065667,A
491,38.9005114529613,A
492,38.90266489831652,C
493,38.92266743534378,A
494,38.99735648131304,B
495,39.05995768458333,A
496,39.225651665804094,D
497,39.380939731352775,A
498,39.4332414238124,C
499,39.43861682270494,A
500,39.48027235015947,D
501,39.84639890308507,A
502,39.873950480374496,D
503,40.07195883613663,A
504,40.2248677213479,A
505,40.560972954187854,D
506,40.573748768787276,A
507,40.64977121118614,A
508,40.65681359297978,A
509,40.687746187275096,A
510,40.80897674602974,A
511,40.81831768529012,C
512,40.84093894860721,D
513,40.86537499772554,A
514,40.93393342784579,C
515,41.006341079455005,A
516,41.1681866197121,B
517,41.16882085143928,A
518,41.28232167805664,A
519,41.32636116362941,A
520,41.50775618315888,A
521,41.55675627942185,C
522,41.78599333741215,B
523,41.895677962758825,A
524,41.996224586424425,A
525,42.07372134966582,A
526,42.07453477355855,A
527,42.11040673845687,D
528,42.264993805232905,A
529,42.374895813425134,A
530,42.420607500018,A
531,42.485420145952524,D
532,42.578383487619995,A
533,42.614923445062,A
534,42.6213183419022,A
535,42.74529341327934,D
536,42.819496732812574,A
537,42.820705277683636,A
538,42.88887361392735,A
539,42.96426913755118,C
540,43.02651084812461,D
541,43.05711487301626,B
542,43.12097466166337,A
543,43.14555619435618,A
544,43.17651108863117,D
545,43.34769772347932,C
546,43.36726786290734,D
547,43.399930312326745,D
548,43.56203532433449,A
549,43.6218158664524,A
550,43.86049339981475,A
551,43.87014961220309,A
552,43.9871307811949,D
553,44.031723286303794,D
554,44.09573625127498,A
555,44.56676570899679,A
556,44.7964499592361,D
557,44.83020850599953,A
558,45.05235204000135,B
559,45.067039479284745,D
560,45.08592901706894,D
561,45.1263674719663,D
562,45.17262735361074,A
563,45.22591740579091,D
564,45.35593274486978,A
565,45.41693668222721,C
566,45.42749289036043,C
567,45.45048126270142,D
568,45.52984914407439,A
569,45.569996978328454,B
570,45.60839255784074,D
571,45.61306887501483,D
572,45.62760948942293,B
573,45.666046697122354,A
574,45.70656359451272,A
575,45.83085162150493,A
576,45.88246054934739,B
577,45.91345777773662,D
578,45.99338049194784,A
579,46.12586543082022,A
580,46.148459603116684,C
581,46.16205762682889,A
582,46.21086965459831,D
583,46.343439755763384,D
584,46.39524771939458,A
585,46.41807311630969,A
586,46.41920338185122,A
587,46.426885069453725,A
588,46.58165277999626,B
589,46.68016114691247,C
590,46.70778107244659,A
591,46.756748591486094,B
592,46.89044272900422,D
593,46.92926753312826,A
594,46.98777199144044,A
595,47.1123146629453,A
596,47.12011106616829,A
597,47.17922678881526,D
598,47.20152999832376,A
599,47.28450468015953,D
600,47.43652416047734,D
601,47.63800179920378,A
602,47.70825980050685,A
603,47.72276986746847,B
604,47.8170510339913,A
605,47.81776832291341,D
606,47.826431217470244,C
607,47.93965587699557,A
608,48.02642832206414,A
609,48.09298304965248,D
610,48.23511482258014,D
611,48.37897722647356,C
612,48.38513790917325,A
613,48.390587784934226,A
614,48.5117153389013,C
615,48.58586738779422,D
616,48.66886626222917,B
617,48.79335026231494,D
618,49.00449536816537,D
619,49.38573812913394,D
620,49.39601411747578,C
621,49.521418903983786,C
622,49.54980421216773,C
623,49.55920328963865,C
624,49.5606986319064,C
625,49.58740335543643,C
626,49.762902397923526,A
627,49.8089620177837,B
628,49.89484334148003,D
629,49.95418507362752,D
630,50.00491599384197,D
631,50.247593000995096,B
632,50.26920047089335,B
633,50.269862582398304,D
634,50.38823767889326,D
635,50.39055876685389,B
636,50.40493166199389,C
637,50.59555192918896,C
638,50.798256372834395,D
639,50.887688324566724,C
640,50.91058636642044,C
641,50.93621599580573,A
642,50.950857670997706,D
643,50.9825455964692,A
644,50.98572154843411,D
645,51.083236950269956,D
646,51.12294829675567,A
647,51.204096587059624,C
648,51.25786461207539,A
649,51.451615562351144,B
650,51.606526826704886,A
651,51.6280985588564,A
652,51.78381368774581,A
653,51.84134903623811,D
654,51.96452264266865,A
655,51.96839378488959,A
656,52.16338941019145,A
657,52.16557002296953,C
658,52.176999961674454,A
659,52.180418596666186,B
660,52.315108652940104,D
661,52.32863145112432,A
662,52.35737842613259,B
663,52.39993604052393,A
664,52.43824443369393,D
665,52.44278560935465,D
666,52.52698126695758,A
667,52.54494780814251,A
668,52.551654023259104,C
669,52.707598117166995,B
670,52.72774172429741,A
671,52.75892138800536,A
672,53.09285940694403,D
673,53.21154818313438,A
674,53.213865640145045,C
675,53.28228141460178,D
676,53.296072176091926,A
677,53.3173861320845,A
678,53.439591284970895,C
679,53.46343806546947,A
680,53.52848887807153,D
681,53.63078960422814,D
682,53.90669375140806,A
683,54.03980304423975,A
684,54.06183665832532,A
685,54.142432219630344,B
686,54.42262336422357,A
687,54.60142039309004,A
688,54.61126241426526,A
689,54.6854140113243,A
690,54.72589838233945,A
691,54.80522362017681,D
692,54.84408197498736,C
693,54.914614264390096,D
694,54.926349486998646,A
695,55.04320296305888,D
696,55.14868395536864,A
697,55.21855176459265,A
698,55.2471057332137,D
699,55.39377044417901,A
700,55.41354114741394,A
701,55.596503597947944,D
702,55.607920105870456,C
703,55.70400875895271,C
704,55.74994536880197,C
705,55.81351983367009,A
706,56.09605713061986,C
707,56.16509936863119,A
708,56.33544103114128,B
709,56.392439965579776,A
710,56.39353814725278,A
711,56.68677907269108,D
712,56.80215610954858,C
713,56.85140371342761,A
714,56.978359345160115,A
715,56.97939776152895,A
716,57.00717396305251,D
717,57.09403816668811,C
718,57.13068843770132,D
719,57.1543275402139,C
720,57.23749596198776,A
721,57.25928179332277,A
722,57.29341084952912,D
723,57.437109341148854,A
724,57.45556697690405,B
725,57.4879106277734,A
726,57.576702999706974,C
727,57.60186513511257,D
728,57.784093569167226,C
729,57.830214685690706,A
730,57.89313687370145,B
731,57.91303130737396,A
732,57.91340765754971,D
733,57.98237372633727,C
734,58.051604395227564,A
735,58.11368472311492,C
736,58.183943402553396,A
737,58.225764664915246,D
738,58.3376957907246,A
739,58.54265330544714,A
740,58.62826959558088,A
741,58.700316550412644,A
742,58.726051134533776,A
743,58.751943572301286,C
744,58.766538159056225,A
745,58.81273962165994,A
746,58.81312232391722,A
747,58.94167427290052,A
748,59.06947077422293,C
749,59.18710557472114,A
750,59.393926160799076,C
751,59.550575603133275,A
752,59.593617053306005,A
753,59.83764768020773,C
754,59.87962959965591,A
755,59.944850156143175,B
756,59.95571980198076,A
757,59.9590697476766,C
758,60.30708710993672,C
759,60.377550612483006,A
760,60.397197217823674,C
761,60.42260633273936,B
762,60.53376491524278,D
763,60.534687587525426,C
764,60.577142314952404,B
765,60.58814895144383,D
766,60.59605842808232,D
767,60.70928016507574,C
768,60.7758782409103,A
769,60.77934096797329,A
770,60.95884842518314,A
771,61.00594099050332,D
772,61.013896321345996,A
773,61.29753763951247,C
774,61.312202832989634,B
775,61.61438255768714,A
776,61.62269902262961,A
777,61.63211981965614,D
778,61.863404010355254,A
779,61.94900247333799,D
780,61.996711997245704,C
781,62.053304152818406,D
782,62.06436691303434,A
783,62.11512841592793,A
784,62.11690557316922,A
785,62.28086934119793,C
786,62.29886519168306,C
787,62.47276779495736,A
788,62.522766743191525,D
789,62.600657222655656,A
790,62.80469733473395,A
791,62.84389635002119,B
792,63.06849916932065,B
793,63.112896221740144,D
794,63.14561432274365,A
795,63.1624938019121,C
796,63.25207833529161,A
797,63.60196464988484,C
798,63.613130511734845,B
799,63.619654135851604,D
800,63.705834903367005,D
801,63.722066650239576,A
802,63.73722834070949,D
803,63.86464868297147,A
804,64.09577149337332,D
805,64.14274643223726,D
806,64.16100321471654,D
807,64.38438481692299,A
808,64.46684252439452,B
809,64.53853152471531,C
810,64.56722074031015,B
811,64.59961385608113,A
812,64.6092928495696,B
813,64.61626564416116,A
814,64.75665135246585,D
815,64.77542241779561,A
816,64.79523329167172,A
817,65.09317975121685,A
818,65.1873057931363,A
819,65.35249633821056,A
820,65.36999323286818,C
821,65.44435554546394,A
822,65.45919868652715,D
823,65.5568298192145,D
824,65.56170149895681,A
825,65.67976686957111,D
826,65.7416980640227,D
827,65.89314091385809,B
828,65.94693418613363,D
829,65.98369669747596,A
830,65.98489302637556,A
831,66.02743199755629,B
832,66.29080737262484,C
833,66.61875016219527,D
834,66.6625364637285,D
835,66.67239804101496,D
836,66.67592484915096,C
837,66.99919861808658,B
838,67.02302546393172,D
839,67.08340233745484,C
840,67.12183771242678,A
841,67.15685529944696,C
842,67.1571980310011,A
843,67.23864452551112,A
844,67.25734705935056,D
845,67.27446014535194,A
846,67.30078976694568,A
847,67.32017621660599,B
848,67.32743940562851,C
849,67.34609594274377,D
850,67.39034348193238,A
851,67.45057850054337,A
852,67.46377073233474,D
853,67.4982657068213,B
854,67.55697671391886,D
855,67.67019066005663,D
856,67.79927464280145,B
857,67.81107301003276,C
858,67.83069454253602,D
859,67.83236720244662,A
860,68.1092078225391,A
861,68.11498829671861,D
862,68.12456724606504,D
863,68.24790351247255,C
864,68.33384160564002,A
865,68.43266856304753,C
866,68.44961719704203,D
867,68.56810321110063,A
868,68.57062588771126,A
869,68.75248019829856,A
870,68.85332928389968,A
871,68.88251839056754,A
872,69.14693191041759,A
873,69.16389922995714,B
874,69.22411174390899,A
875,69.43350963881561,A
876,69.58566907569393,C
877,69.59239875956753,A
878,69.74309364976516,A
879,69.94539859928578,D
880,70.00435156228782,D
881,70.02522832086841,A
882,70.04073184612793,A
883,70.17996077606,A
884,70.34046632314026,A
885,70.39680075253973,A
886,70.43805421206649,D
887,70.84273342107772,A
888,70.90410710213577,A
889,71.11243227637425,A
890,71.16203372922851,B
891,71.2030810605152,A
892,71.24218303178716,A
893,71.28121547527658,C
894,71.44285249378946,C
895,71.464525020431,B
896,71.47018070724991,D
897,71.6108021298794,A
898,71.84088841662229,A
899,71.87505946718433,A
900,71.89579365607818,B
901,72.01757142620458,A
902,72.24145988715111,B
903,72.27290915696938,A
904,72.34426718231794,A
905,72.39655632438208,D
906,72.42205333036561,B
907,72.60659779277344,B
908,72.81841690960835,C
909,72.9116776301877,A
910,72.95774271370746,D
911,73.035382343678,A
912,73.10572323452597,A
913,73.35245362644095,D
914,73.35975561640333,A
915,73.45266529263255,A
916,73.4637719132151,D
917,73.47879855475195,A
918,73.69035152437979,D
919,73.8329120943397,D
920,73.93491946689879,A
921,74.00916267339352,B
922,74.01094221257217,A
923,74.06552485685593,A
924,74.07653723542381,D
925,74.14629721467708,B
926,74.27716594837648,D
927,74.28413489255216,C
928,74.35814442150554,D
929,74.41420051815089,D
930,74.46371481525455,B
931,74.54511594847017,C
932,74.6043578247435,A
933,74.6302682123286,B
934,74.78605348224049,A
935,75.07669646037459,B
936,75.09333717823047,D
937,75.13436994814535,C
938,75.14051648088444,A
939,75.14737026364324,D
940,75.28075580366036,D
941,75.44863161295847,D
942,75.46923213047205,A
943,75.65379827263544,A
944,75.73571551297663,A
945,75.75209477162805,A
946,75.85414001723747,A
947,75.89881047700631,B
948,75.93579129576798,D
949,76.2257885983899,D
950,76.29456774418469,D
951,76.33824732862614,A
952,76.40976826618731,C
953,76.4446569533543,B
954,76.48928398745701,A
955,76.68520446947682,A
956,76.7418564209137,D
957,76.87719859495638,D
958,76.92884028480704,A
959,76.9426961168749,A
960,76.94451404413883,C
961,77.34035026471156,A
962,77.40090954212384,A
963,77.44286084497969,D
964,77.44972753366811,D
965,77.52654617108995,A
966,77.68275637003231,A
967,77.7518025555781,A
968,77.83940928280539,A
969,77.86580089994324,C
970,77.94161021742988,A
971,78.01730541832458,A
972,78.12047529518591,A
973,78.16561180813781,A
974,78.32407570561188,A
975,78.36813810576919,D
976,78.42007270759403,D
977,78.44884747426094,B
978,78.47100750783247,A
979,78.51955277879587,C
980,78.53738003585174,A
981,78.60263844419946,A
982,78.69633351460695,D
983,78.71443347247292,D
984,79.3764948113408,D
985,79.51365533062781,B
986,79.54014565258126,A
987,79.79541544388216,D
988,79.86863755165072,A
989,79.90852766492812,C
990,80.01384406631719,D
991,80.09234270894152,A
992,80.10355549697701,B
993,80.18626948473712,A
994,80.26776756599064,A
995,80.33537960838018,A
996,80.43763645309869,D
997,80.45348009774443,A
998,80.46211941853541,A
999,80.49005772374674,D
1000,80.57178416351037,B
1001,80.71094702092822,D
1002,80.7781684701601,A
1003,80.82368120858462,A
1004,80.90675169114634,B
1005,80.95289501525788,A
1006,81.19482378958875,D
1007,81.2094006788139,D
1008,81.27259760602766,A
1009,81.36851881876407,B
1010,81.40853732997493,A
1011,81.47951182686957,A
1012,81.62747474730493,C
1013,81.68112040675675,B
1014,81.7124203037805,D
1015,81.74601226184402,B
1016,81.75490331682819,C
1017,81.79410008419389,C
1018,81.86721323298265,C
1019,81.9667685924852,A
1020,81.98843205223973,B
1021,82.0690147562737,B
1022,82.22003729460683,A
1023,82.37413308838535,D
1024,82.44179034274015,C
1025,82.55426355122876,A
1026,82.59019014261156,C
1027,82.80242692819431,A
1028,82.81345245108366,D
1029,82.81440887672125,D
1030,82.87397112780937,A
1031,83.23523213726186,A
1032,83.30816448461205,A
1033,83.51500446081366,A
1034,83.54271873233536,D
1035,83.5945185013585,A
1036,83.63444309511023,A
1037,83.78491608996913,D
1038,83.83681237677597,C
1039,83.92504990993406,A
1040,84.35043226122113,B
1041,84.36409914481183,D
1042,84.38379758639195,A
1043,84.43941052745053,D
1044,84.60437943476772,D
1045,84.65501684356154,D
1046,84.68705531275866,A
1047,84.69015508297375,A
1048,84.93489244968337,A
1049,84.9418862059122,A
1050,85.00719862909355,A
1051,85.02865303681465,B
1052,85.30942246123375,A
1053,85.35363855399409,D
1054,85.38901567293237,D
1055,85.41734030252174,A
1056,85.43309133877709,A
1057,85.49976334688435,C
1058,85.54545722785203,A
1059,85.60007900781248,A
1060,85.64053958046723,A
1061,85.70210095043872,A
1062,85.71342880327626,B
1063,85.7162753130005,C
1064,85.73327296384792,A
1065,85.79473688574123,C
1066,85.8068574735942,A
1067,85.87307551151069,B
1068,85.88339269346666,A
1069,85.95116541622689,A
1070,85.96913652080046,A
1071,86.12317275583948,C
1072,86.19061940254993,B
1073,86.45440709346965,A
1074,86.59691024649831,C
1075,86.60845877779283,D
1076,86.64078107514854,A
1077,86.9804143848619,D
1078,87.20391852253687,C
1079,87.24959291833578,C
1080,87.31878206835033,B
1081,87.4663100313245,C
1082,87.47624320352391,A
1083,87.56283505367071,A
1084,87.62533045736605,B
1085,87.75163090863478,C
1086,88.12073807156227,D
1087,88.1232817907662,C
1088,88.20789843274946,A
1089,88.46715833538582,C
1090,88.78615588257637,A
1091,88.81994982477934,D
1092,88.83125023854444,A
1093,88.91822138656998,A
1094,89.05619981273836,D
1095,89.06712141688782,D
1096,89.19962473090011,D
1097,89.21813468959499,A
1098,89.3160517434473,A
1099,89.39899004749212,A
1100,89.49843854844137,A
1101,89.64416827380737,D
1102,89.65687904098209,D
1103,89.6672328123633,C
1104,89.71862963978866,A
1105,89.72485759542734,A
1106,89.76622150626001,D
1107,89.7683913961026,B
1108,89.9199424679377,A
1109,89.98666016853358,A
1110,90.0374937029306,A
1111,90.10719409640421,B
1112,90.16924048901406,D
1113,90.40424348509045,B
1114,90.51738312890116,B
1115,90.63403939222654,A
1116,91.01129981506482,A
1117,91.054469941958,B
1118,91.137340032852,A
1119,91.15061303334784,A
1120,91.16845091479708,A
1121,91.3242671001164,C
1122,91.4291888968055,D
1123,91.47310360444851,A
1124,91.53614791621814,C
1125,91.55761633205195,A
1126,91.60218576485985,A
1127,91.72301132215608,C
1128,91.86139990295307,C
1129,91.96084205049023,A
1130,92.20092116148756,D
1131,92.23336932708817,A
1132,92.26389436955212,C
1133,92.4561331061652,A
1134,92.46941450599236,C
1135,92.50579066077637,A
1136,92.50696951670744,D
1137,92.51333515565102,C
1138,92.67371426404495,D
1139,92.73726150686406,C
1140,92.74423348907688,B
1141,92.79298075032473,B
1142,92.84754105148821,D
1143,92.90784472640586,A
1144,92.93436222796127,C
1145,93.17598191320694,A
1146,93.43326571507276,A
1147,93.4938366114528,B
1148,93.51937224115692,A
